Strain,Australis,Autumnalis,Ballum,Bataviae,Canicola,Celledoni,Cynopteri,Djasiman,Grippotyphosa,Hebdomadis,Icterohaemorrhagiae,Javanica,Manhao,Mini,Panama,Pomona,Pyrogenes,Ranarum,Sarmin,Sejroe,Shermani,Tarassovi,Serogroup,class,Species,max
202101403,49.485,57.667,61.086,44.035,91.182,58.432,56.479,62.816,60.758,48.045,95.535,65.227,64.186,42.402,50.362,59.208,83.107,58.243,65.062,45.02,44.955,51.217,Icterohaemorrhagiae,1,interrogans,95.535
202103005,49.052,57.276,60.994,44.031,91.067,58.429,56.428,62.811,60.63,48.041,95.424,65.141,64.105,42.398,50.281,59.093,82.707,58.159,65.059,45.016,44.869,51.105,Icterohaemorrhagiae,1,interrogans,95.424
201801191,61.349,75.005,46.937,41.112,54.399,42.017,80.764,95.789,84.049,38.577,55.471,47.446,44.45,33.008,60.535,88.423,53.652,40.338,45.748,35.57,39.489,40.108,Autumnalis,2,interrogans,95.789
ratnapura1439,64.512,79.529,49.609,40.187,53.631,42.731,86.236,83.541,93.491,36.187,50.965,47.946,46.105,31.816,62.359,75.495,52.379,42.274,43.394,34.564,39.204,41.611,Grippotyphosa,2,kirschneri,93.491
202202118,49.424,57.72,61.015,44.031,91.145,58.391,56.538,62.811,60.717,48.041,95.5,65.16,64.138,42.398,50.309,59.171,83.202,58.201,65.059,45.016,45.028,51.208,Icterohaemorrhagiae,1,interrogans,95.5
leptoCuba22,49.499,57.366,61.082,44.027,91.172,58.426,56.455,62.807,60.906,48.033,95.526,65.224,64.178,42.39,50.354,59.187,83.057,58.239,65.058,45.014,45.028,51.206,Icterohaemorrhagiae,1,interrogans,95.526
202102988,49.435,57.452,61.08,44.029,91.176,58.43,56.426,62.809,60.752,48.044,95.507,65.222,64.184,42.399,50.279,59.202,82.914,58.238,65.055,45.017,44.8,51.21,Icterohaemorrhagiae,1,interrogans,95.507
2002009669,49.234,55.43,60.794,43.927,90.941,58.186,55.659,61.546,60.543,48.126,93.908,64.673,64.162,41.965,50.552,58.454,82.377,57.991,64.008,44.512,44.817,49.654,Icterohaemorrhagiae,1,interrogans,93.908
201801165,61.347,74.733,46.934,41.112,54.397,42.017,80.921,95.789,84.046,38.577,55.469,47.444,44.447,33.008,60.532,88.707,53.515,40.335,45.748,35.57,39.251,40.108,Autumnalis,2,interrogans,95.789
200804418,49.481,57.455,61.081,44.035,91.176,58.432,56.463,62.816,60.752,48.045,95.53,65.222,64.182,42.402,50.357,59.203,82.63,58.205,65.062,45.02,44.811,51.217,Icterohaemorrhagiae,1,interrogans,95.53
L0066,46.384,51.616,86.861,39.037,67.63,77.853,51.836,52.359,55.893,39.648,70.448,97.209,65.521,38.953,49.136,53.281,71.985,71.187,67.023,43.221,45.609,58.404,Javanica,1,borgpetersenii,97.209
201801162,61.228,74.873,46.865,40.938,54.246,41.895,80.672,95.621,83.897,38.371,55.321,47.379,44.335,32.87,60.414,88.274,53.633,40.226,45.644,35.485,39.359,39.811,Autumnalis,2,interrogans,95.621
201801158bis,60.443,75.447,48.924,40.252,56.899,41.724,79.698,91.37,92.568,38.016,55.093,47.033,46.551,32.432,60.025,80.89,55.4,42.486,44.006,33.949,39.363,40.984,Grippotyphosa,2,interrogans,92.568
201100516,49.167,55.308,60.814,43.924,90.938,58.266,56.271,61.546,60.543,48.122,93.905,64.673,64.162,41.997,50.501,58.454,82.747,57.988,63.933,44.504,44.832,49.632,Icterohaemorrhagiae,1,interrogans,93.905
201900329,43.712,49.678,94.726,37.666,66.885,64.259,50.539,52.954,56.281,38.221,60.151,82.793,62.114,37.616,45.287,53.543,69.831,61.784,60.604,41.643,44.288,56.421,Ballum,1,borgpetersenii,94.726
201801190,61.228,74.676,46.865,40.938,54.246,41.895,80.781,95.621,83.897,38.371,55.321,47.379,44.335,32.87,60.414,87.19,53.447,40.226,45.585,35.485,39.193,39.811,Autumnalis,2,interrogans,95.621
DCP-041,29.196,32.57,34.489,33.973,39.34,31.751,33.386,34.325,34.676,78.271,38.921,34.725,35.341,82.529,30.74,35.833,38.426,31.718,35.371,97.665,40.697,41.359,Sejroe,3,borgpetersenii,97.665
R066,49.234,55.888,60.813,43.927,90.94,58.185,55.659,61.542,60.543,48.126,94.121,64.672,64.161,42.418,50.552,58.485,82.234,57.99,64.125,44.946,45.076,50.089,Icterohaemorrhagiae,1,Leptospira interrogans serovar Copenhageni str. R066,94.121
202102996,49.452,57.831,61.077,44.013,91.159,58.425,56.461,62.792,60.737,48.039,95.513,65.218,64.178,42.396,50.334,59.185,83.164,58.234,65.056,45.02,45.018,51.199,Icterohaemorrhagiae,1,interrogans,95.513
201801753,61.349,74.679,46.937,41.112,54.399,42.017,80.858,95.789,84.049,38.577,55.471,47.446,44.45,33.008,60.535,88.423,53.72,40.338,45.748,35.57,39.251,40.108,Autumnalis,2,interrogans,95.789
201801758,61.228,74.547,46.865,40.938,54.246,41.895,80.954,95.621,83.897,38.371,55.321,47.379,44.335,32.87,60.414,87.303,53.533,40.226,45.644,35.485,39.121,39.811,Autumnalis,2,interrogans,95.621
M933_lip32_mutant,50.317,52.766,68.433,43.018,88.179,62.201,50.893,57.815,57.311,47.447,84.741,66.585,64.776,41.441,50.511,55.507,93.5,61.29,67.475,43.457,45.678,50.857,Pyrogenes,1,Leptospira interrogans serovar Manilae str. M933_lip32_mutant,93.5
Fiocruz_L1_130,49.486,57.831,61.083,44.028,91.171,58.423,56.53,62.803,60.755,48.037,95.525,65.224,64.184,41.828,50.363,59.197,83.723,58.246,65.06,44.429,45.042,50.614,Icterohaemorrhagiae,1,interrogans,95.525
441_IZSLER,49.421,57.21,61.084,44.033,91.18,58.431,56.477,62.813,60.756,48.043,95.533,65.206,64.185,42.4,50.282,59.206,82.894,58.239,65.061,45.018,44.786,51.214,Icterohaemorrhagiae,1,interrogans,95.533
Fiocruz_R83,49.506,57.828,61.086,44.035,91.182,58.432,56.416,62.816,60.758,48.045,95.535,65.227,64.186,42.402,50.362,59.208,82.839,58.243,65.062,45.02,45.034,51.217,Icterohaemorrhagiae,1,interrogans,95.535
Verdun_LP,49.419,57.832,61.254,44.035,91.177,58.432,56.588,62.811,60.763,48.045,95.535,65.231,64.19,42.636,50.284,59.204,83.541,58.243,65.066,45.02,45.041,51.217,Icterohaemorrhagiae,1,interrogans,95.535
274_IZSLER,49.432,57.287,61.086,43.969,91.182,58.432,56.416,62.816,60.758,48.045,95.535,65.208,64.186,42.402,50.253,59.208,82.363,58.243,65.062,45.02,44.789,51.217,Icterohaemorrhagiae,1,interrogans,95.535
425_IZSLER,49.44,57.287,61.086,44.035,91.182,58.432,56.416,62.816,60.758,48.045,95.535,65.208,64.186,42.402,50.284,59.208,82.426,58.243,65.062,45.02,44.789,51.217,Icterohaemorrhagiae,1,interrogans,95.535
201300035,49.233,57.163,61.042,43.707,90.861,58.235,56.185,62.453,60.46,48.015,95.229,65.186,63.989,42.355,50.104,58.875,82.579,58.201,64.89,44.965,44.738,51.163,Icterohaemorrhagiae,1,interrogans,95.229
PIKA,49.385,57.283,60.997,44.035,91.078,58.432,56.345,62.816,60.634,48.04,95.434,65.147,64.105,42.402,50.354,59.067,83.153,58.162,65.062,45.015,45.034,51.114,Icterohaemorrhagiae,1,interrogans,95.434
FMAS_KG1,36.985,35.398,35.119,97.823,40.825,32.066,39.469,42.535,40.671,36.739,40.961,33.787,32.167,33.532,37.979,42.035,40.923,32.324,34.967,35.058,57.1,52.606,Bataviae,4,Leptospira interrogans,97.823
201801176ter,64.113,77.963,47.813,40.584,55.621,43.208,79.918,94.95,87.639,37.865,56.494,48.357,44.924,32.615,61.42,88.246,55.048,41.158,44.8,35.342,39.276,41.093,Autumnalis,2,interrogans,94.95
201801167,64.415,78.368,47.9,41,56.007,43.466,80.263,95.391,88.009,38.097,56.867,48.439,45.173,32.773,61.724,88.634,55.727,41.285,45.016,35.448,39.428,41.41,Autumnalis,2,interrogans,95.391
56609,61.125,75.211,48.706,39.334,56.825,41.07,78.637,89.656,93.434,37.842,55.183,47.326,46.524,32.062,61.078,78.444,55.937,42.469,44.332,33.741,39.482,40.76,Grippotyphosa,2,interrogans,93.434
FMAS_PN2,48.774,54.494,66.577,43.637,97.977,55.385,54.268,61.608,61.242,49.235,87.461,63.185,63.825,43.53,49.291,58.894,86.321,57.836,63.849,45.489,45.262,50.499,Icterohaemorrhagiae,1,Leptospira interrogans,97.977
202202119,49.396,57.667,61.079,43.816,91.176,58.341,55.97,62.816,60.758,48.04,95.53,65.224,64.183,42.309,50.242,59.15,83.212,58.246,65.06,44.758,44.932,51.253,Icterohaemorrhagiae,1,interrogans,95.53
201900341,49.419,57.489,61.09,44.035,91.177,58.192,56.389,62.811,60.763,48.045,95.535,65.231,64.19,42.402,50.284,59.204,82.775,58.243,65.066,45.02,44.811,51.217,Icterohaemorrhagiae,1,interrogans,95.535
IP1509009,62.365,74.027,47.836,41.051,55.558,41.547,81.889,88.906,82.879,39.231,54.992,47.375,45.005,33.14,60.271,95.011,54.542,40.762,45.3,35.537,39.559,40.756,Pomona,2,interrogans,95.011
LO-3,46.297,53.659,64.814,41.365,96.004,54.524,52.921,59.871,59.418,47.553,85.916,61.905,62.008,42.241,47.998,55.318,85.845,56.595,61.984,43.211,44.485,51.083,Canicola,1,interrogans,96.004
CR0821,34.97,35.786,45.047,52.827,46.226,40.167,37.356,38.155,40.911,39.151,45.644,43.037,40.033,37.081,35.945,40.596,45.077,40.335,48.599,38.427,97.783,77.842,Shermani,4,santarosai,97.783
202001619,49.412,57.659,61.083,44.031,91.172,58.351,56.459,62.811,60.75,48.039,95.526,65.222,64.179,42.392,50.28,59.188,82.909,58.241,65.061,45.016,44.876,51.213,Icterohaemorrhagiae,1,interrogans,95.526
201601171,62.889,73.674,46.671,41.169,54.158,41.12,82.601,92.641,82.283,39.195,53.632,46.317,44.011,33.554,60.202,95.29,53.323,39.771,45.49,35.918,39.559,40.373,Pomona,2,interrogans,95.29
202001249,49.464,57.744,61.081,44.032,91.174,58.426,56.496,62.81,60.752,48.037,95.527,65.221,64.18,42.394,50.349,59.16,82.795,58.238,65.055,45.012,44.935,51.213,Icterohaemorrhagiae,1,interrogans,95.527
200210329,49.485,57.46,61.086,44.035,91.182,58.192,56.463,62.816,60.758,48.045,95.535,65.227,64.186,42.402,50.362,59.196,82.904,58.243,65.062,45.02,44.811,51.217,Icterohaemorrhagiae,1,interrogans,95.535
OS80,46.475,51.605,86.861,39.315,67.63,78.044,52.175,52.362,56.372,39.709,70.367,97.209,65.521,39.293,49.121,53.649,71.836,71.192,67.163,43.654,45.609,58.533,Javanica,1,borgpetersenii,97.209
200412424,49.443,57.401,61.083,44.031,91.175,58.429,56.425,62.771,60.707,48.045,95.528,65.225,64.18,42.4,50.358,59.11,82.689,58.24,64.885,45.011,44.808,51.217,Icterohaemorrhagiae,1,interrogans,95.528
LEPTOCUBA17,42.767,48.67,95.474,38.057,67.434,64.712,50.345,52.554,55.949,37.672,60.243,83.05,62.768,37.267,44.257,52.462,70.618,62.691,61.522,41.528,43.887,56.697,Ballum,1,borgpetersenii,95.474
198085,46.465,51.605,86.858,39.306,67.63,78.044,52.172,52.362,56.369,39.709,70.367,97.206,65.518,39.418,49.121,53.634,71.836,71.192,67.163,43.763,45.609,58.647,Javanica,1,borgpetersenii,97.206
Langkawi,50.556,55.269,58.775,43.88,89.382,60.222,54.436,59.986,59.046,47.668,98.825,62.723,62.523,41.635,51.554,57.323,81.934,59.121,62.77,43.756,45.039,50.385,Icterohaemorrhagiae,1,interrogans,98.825
LEPTOCUBA05,63.093,75.584,47.987,41.055,55.889,41.816,82.686,89.495,84.651,39.237,55.292,47.666,45.304,33.429,61.081,95.356,54.763,41.03,45.558,35.955,39.53,41.194,Pomona,2,interrogans,95.356
201700303,63.917,74.694,47.392,40.732,55.076,41.421,81.946,91.707,83.748,38.875,54.787,47.048,44.703,33.203,60.562,98.456,54.868,40.678,45.002,35.583,38.439,40.901,Pomona,2,interrogans,98.456
202300078,29.375,32.801,34.601,33.778,39.522,31.942,33.212,34.877,34.755,80.36,39.105,34.722,35.515,83.669,30.371,36.346,38.056,31.862,35.446,98.571,40.775,42.52,Sejroe,3,borgpetersenii,98.571
CSL10083,64.388,75.444,48.108,40.842,55.889,41.652,82.305,92.719,83.661,39.237,55.287,47.552,45.304,33.264,60.759,98.117,55.088,41.03,45.563,35.428,39.552,40.883,Pomona,2,interrogans,98.117
GR5,64.087,74.034,48.311,40.721,55.714,41.76,82.025,92.421,84.132,39.249,54.366,47.597,45.113,34.034,60.828,97.642,55.569,40.893,45.484,35.779,39.58,40.693,Pomona,2,Leptospira interrogans serovar Pomona,97.642
202300080,29.279,32.839,34.601,33.687,39.522,31.98,33.193,34.877,34.755,80.171,39.105,34.722,35.515,83.628,30.414,36.452,38.119,31.862,35.446,98.745,40.775,42.699,Sejroe,3,borgpetersenii,98.745
L1111,32.494,33.151,31.46,89.171,35.613,30.552,35.397,35.884,36.558,31.679,36.056,30.613,28.999,29.526,33.29,35.697,36.224,29.582,30.909,31.691,51.548,49.444,Bataviae,4,interrogans,89.171
Naam,50.774,55.924,58.951,43.651,88.904,59.808,54.553,60.021,59.515,47.643,96.263,63.242,62.215,41.609,51.271,57.075,81.03,58.622,63.078,43.715,45.071,52.739,Icterohaemorrhagiae,1,interrogans,96.263
1342KT,34.354,37.836,45.102,50.76,46.196,40.632,36.615,38.098,41.075,38.432,45.584,43.148,40.063,36.63,35.558,39.143,45.042,40.246,48.649,36.64,98.94,79.308,Shermani,4,santarosai,98.94
CSL4002,63.971,75.156,47.949,40.388,55.758,41.579,82.201,92.719,84.256,39.237,55.16,47.561,45.183,33.06,60.823,97.979,54.817,40.926,45.563,34.711,39.364,40.531,Pomona,2,interrogans,97.979
202300082,29.135,32.835,34.594,33.765,39.519,32.02,33.395,34.894,34.75,80.355,39.102,34.715,35.508,83.833,30.453,36.463,38.115,31.858,35.44,98.908,40.762,42.64,Sejroe,3,borgpetersenii,98.908
cuba_15,43.381,49.249,95.966,37.795,67.948,64.583,50.827,52.8,56.921,37.282,60.7,83.708,62.497,36.54,44.885,53.646,71.564,62.65,61.629,40.805,43.593,56.118,Ballum,1,borgpetersenii,95.966
200302438,49.455,57.761,61.082,44.071,91.18,58.444,56.381,62.816,60.758,48.04,95.533,65.227,64.183,42.393,50.371,59.138,82.798,58.243,65.062,45.044,44.94,51.217,Icterohaemorrhagiae,1,interrogans,95.533
FMAS_AP5,49.232,55.513,70.65,43.95,90.562,61.138,54.495,60.745,59.882,46.703,84.234,68.112,65.701,40.625,50.248,57.178,97.523,60.105,67.079,43.656,45.288,52.505,Pyrogenes,1,Leptospira interrogans,97.523
4-I,45.235,51.324,88.368,39.147,69.162,75.537,54.069,53.704,58.444,39.521,68.784,98.414,66.514,39.737,48.05,54.826,73.264,69.293,68.039,44.124,45.217,58.367,Javanica,1,borgpetersenii,98.414
148274,64.259,76.888,48.751,41.037,57.05,41.362,78.523,97.838,90.155,38.127,55.071,47.046,46.746,32.317,61.112,87.319,55.65,42.619,44.182,34.872,39.345,40.903,Grippotyphosa,2,interrogans,97.838
200201191,49.407,57.432,61.086,44.035,91.182,58.432,56.429,62.776,60.715,48.045,95.535,65.227,64.186,42.4,50.284,59.175,82.681,58.243,65.062,45.011,44.808,51.217,Icterohaemorrhagiae,1,interrogans,95.535
208140,64.257,77.01,48.773,41.035,57.05,41.362,78.506,97.835,90.231,38.023,55.071,47.066,46.746,32.317,61.11,88.119,55.721,42.619,44.182,34.872,39.457,40.901,Grippotyphosa,2,interrogans,97.835
158174,63.797,76.344,48.288,40.758,56.39,40.934,77.88,97.032,89.487,37.943,54.436,46.616,46.358,32.214,60.596,86.624,55.057,42.202,43.795,34.717,39.347,40.798,Grippotyphosa,2,interrogans,97.032
202100004,61.881,72.16,46.121,40.261,53.713,40.594,80.058,88.424,81.395,38.318,53.806,45.866,43.533,32.327,59.473,94.795,52.828,39.902,43.835,34.797,38.785,39.831,Pomona,2,interrogans,94.795
56666,49.771,52.338,58.228,43.636,88.892,59.16,53.558,59.996,57.954,47.821,96.353,62.414,61.968,41.612,51.421,56.303,80.13,58.725,62.41,43.561,44.487,49.1,Canicola,1,Leptospira interrogans,96.353
213K,62.571,75.101,48.163,41.583,55.144,42.949,80.887,95.741,84.467,38.527,56.195,49.316,45.399,33.706,60.455,88.537,54.656,41.042,46.117,36.781,39.927,42.534,Autumnalis,2,interrogans,95.741
FMAS_AW3,49.602,55.469,70.864,44.16,90.828,61.061,54.133,60.745,60.081,46.88,83.377,68.311,65.978,40.757,50.283,56.91,97.88,60.269,67.082,43.799,45.305,52.762,Pyrogenes,1,Leptospira interrogans,97.88
L0864,46.264,51.49,86.679,39.028,67.429,77.849,51.836,52.359,56.105,39.648,70.254,97.035,65.377,39.751,49.018,52.751,71.118,71.063,67.243,43.855,45.609,58.894,Javanica,1,borgpetersenii,97.035
DSM_21538,45.287,51.292,86.546,38.276,67.213,77.795,51.618,52.362,54.978,39.709,70.051,96.91,65.208,39.267,48.528,51.816,71.655,70.934,67.012,42.51,45.667,58.528,Javanica,1,borgpetersenii,96.91
198076,51.241,55.926,59.217,43.64,89.319,60.231,54.797,60.021,59.798,47.638,97.072,63.495,62.766,42.013,51.661,57.6,81.672,59.135,63.075,44.326,45.026,53.407,Icterohaemorrhagiae,1,interrogans,97.072
56602,45.47,49.788,87.162,38.297,67.718,77.698,52.056,51.788,56.084,39.793,70.506,97.124,65.395,39.539,49.316,52.09,71.287,70.872,67,42.391,44.975,57.863,Javanica,1,Leptospira borgpetersenii,97.124
MitisJohnson,34.979,37.436,47.971,51.042,45.192,39.586,38.982,39.256,40.592,38.012,45.326,47.023,39.486,38.611,34.24,40.413,43.379,39.013,41.428,42.32,65.934,96.214,Tarassovi,4,borgpetersenii,96.214
LJ178,47.97,56.548,66.152,42.657,99.265,55.192,53.674,61.896,61.411,47.88,88.987,63.036,63.427,42.172,48.789,57.717,88.168,57.606,63.649,43.359,45.239,53.167,Canicola,1,interrogans,99.265
TC129,29.361,32.924,34.601,33.936,39.522,32.019,33.417,34.877,34.755,80.36,39.105,34.722,35.515,84.222,30.448,36.452,38.239,31.862,35.433,99.429,41.074,43.08,Sejroe,3,borgpetersenii,99.429
TC112,29.361,32.924,34.601,33.947,39.522,32.019,33.417,34.877,34.755,80.36,39.105,34.722,35.515,84.222,30.448,36.452,38.239,31.862,35.433,99.429,41.074,43.08,Sejroe,3,borgpetersenii,99.429
TC147,29.371,32.924,34.601,33.936,39.522,32.019,33.417,34.877,34.755,80.36,39.105,34.722,35.515,84.216,30.448,36.468,38.239,31.862,35.446,99.429,41.074,43.08,Sejroe,3,borgpetersenii,99.429
TC273,29.361,32.924,34.601,33.936,39.522,32.019,33.417,34.877,34.755,80.36,39.105,34.722,35.515,84.222,30.448,36.468,38.239,31.862,35.446,99.429,41.074,43.08,Sejroe,3,borgpetersenii,99.429
202300077,29.622,32.804,34.601,33.883,39.522,32.026,33.306,34.898,34.755,80.36,39.105,34.722,35.515,84.1,30.456,36.467,38.059,31.862,35.446,99.511,40.775,42.948,Sejroe,3,borgpetersenii,99.511
201902969,64.17,74.769,47.687,40.676,55.372,41.462,82.204,92.137,84.022,38.799,54.796,47.27,44.923,33.099,60.594,98.288,54.462,40.69,45.185,35.528,39.336,40.678,Pomona,2,interrogans,98.288
200901116,27.74,28.161,31.094,32.103,36.827,29.755,30.924,32.072,31.979,74.346,36.333,31.234,33.312,90.646,30.183,34.76,35.087,29.773,34.586,81.056,38.957,37.662,Mini,3,mayottensis,90.646
1489,36.142,35.843,34.777,99.515,40.546,31.186,39.015,42.298,40.748,36.327,40.72,33.802,32.319,32.88,37.822,40.265,40.828,32.432,34.87,34.995,57.082,53.998,Bataviae,4,interrogans,99.515
FMAS_AP6,49.374,55.67,70.744,43.95,90.69,61.058,54.299,61.24,60.073,46.703,84.488,68.306,65.871,40.625,50.163,57.385,98.233,60.267,67.329,43.656,45.288,52.762,Pyrogenes,1,Leptospira interrogans,98.233
ZUN142,89.468,72.958,41.203,37.774,45.135,40.381,61.282,63.598,64.408,33.282,45.968,39.987,38.601,31.34,67.701,61.383,45.452,36.858,40.236,32.988,37.118,39.42,Autumnalis,2,noguchii,89.468
IPAV,50.375,55.518,58.42,43.602,89.358,58.838,53.655,59.962,58.452,47.594,99.523,62.767,62.067,41.566,51.33,57.348,81.92,58.825,62.551,43.277,45.065,50.547,Icterohaemorrhagiae,1,interrogans,99.523
JB197,29.836,32.912,34.676,33.96,39.544,32.271,34.026,34.989,34.872,80.303,39.187,34.806,35.587,84.302,30.722,36.54,38.256,31.908,35.504,99.632,41.076,43.086,Sejroe,3,borgpetersenii,99.632
203,29.125,32.57,34.587,33.973,39.513,31.854,33.162,34.325,34.676,79.928,39.089,34.747,35.49,84.195,30.692,35.833,38.45,31.863,35.343,99.758,40.697,41.538,Sejroe,3,borgpetersenii,99.758
CR2021,43.944,50.032,98.378,38.472,69.305,65.919,51.406,53.915,57.911,38.134,61.678,85.536,63.996,37.756,45.589,54.308,72.507,64.359,62.746,42.007,44.598,57.911,Ballum,1,borgpetersenii,98.378
L49,29.682,32.924,34.601,33.928,39.518,32.015,33.408,34.877,34.755,80.355,39.101,34.722,35.515,84.218,30.448,36.452,38.234,31.862,35.446,99.693,40.775,43.084,Sejroe,3,borgpetersenii,99.693
DCP-009,29.125,32.57,34.587,33.973,39.513,31.854,33.162,34.325,34.676,79.928,39.089,34.747,35.49,84.191,30.692,35.833,38.45,31.863,35.343,99.753,40.697,41.538,Sejroe,3,borgpetersenii,99.753
611,48.107,56.695,66.289,42.657,99.533,55.195,53.678,61.9,61.582,47.88,89.237,63.168,63.571,42.172,48.939,57.868,88.576,57.682,63.652,43.359,45.239,53.165,Canicola,1,interrogans,99.533
L550,29.704,32.924,34.601,33.936,39.522,32.019,33.412,34.877,34.755,80.36,39.105,34.722,35.515,84.226,30.448,36.452,38.239,31.862,35.446,99.698,41.074,43.084,Sejroe,3,borgpetersenii,99.698
201800888,63.253,73.759,47.951,40.118,55.697,41.731,81.396,90.985,82.591,39.228,55.185,47.519,45.168,33.564,59.633,97.053,54.727,40.958,45.162,35.933,39.537,41.191,Pomona,2,interrogans,97.053
MN900,36.728,38.785,49.985,52.838,47.035,40.008,39.88,40.286,42.312,38.138,47.097,48.696,40.298,39.258,35.675,41.977,45.207,40.304,42.411,42.901,67.706,99.865,Tarassovi,4,borgpetersenii,99.865
Sri_Lanka_39,49.755,56.453,70.884,44.005,90.829,61.132,54.524,61.214,60.112,46.434,85.107,68.329,65.849,39.977,50.191,57.972,97.47,60.292,67.614,42.926,45.044,52.752,Pyrogenes,1,interrogans,97.47
56660,50.202,52.839,58.571,43.636,89.373,59.349,53.779,59.996,58.297,47.821,97.041,62.925,62.244,41.612,51.597,56.824,80.581,58.999,62.561,43.561,44.487,49.526,Javanica,1,Leptospira interrogans,97.041
G32,50.251,52.895,58.648,43.636,89.472,59.349,53.779,59.996,58.359,47.821,97.139,62.992,62.31,41.612,51.597,56.975,80.698,59.055,62.561,43.561,44.487,49.621,Icterohaemorrhagiae,1,Leptospira interrogans,97.139
Sri_Lanka_30,50.089,56.921,70.901,44.095,90.829,61.199,54.57,61.214,60.112,46.611,85.107,68.335,65.956,40.385,50.431,57.926,97.604,60.295,67.617,43.158,45.177,52.906,Pyrogenes,1,interrogans,97.604
KR39,28.758,31.135,34.497,33.859,39.513,31.819,33.13,34.325,34.676,80.362,39.089,34.716,35.49,83.455,30.65,35.701,38.447,31.863,35.343,98.452,40.697,40.189,Sejroe,3,Leptospira borgpetersenii,98.452
L60,45.133,49.878,69.737,38.675,73.108,69.711,51.473,55.915,58.581,44.464,70.634,70.339,99.485,45.506,47.438,54.85,71.875,64.699,68.1,46.191,42.771,50.794,Manhao,1,alexanderi,99.485
Sri_Lanka_46,50.133,56.792,70.901,44.094,90.829,61.134,54.524,61.214,60.112,46.615,85.107,68.335,65.852,40.164,50.315,57.972,97.669,60.295,67.617,43.043,45.04,52.698,Pyrogenes,1,interrogans,97.669
AKRFB,64.364,74.323,48.5,40.711,55.966,41.84,82.386,92.716,84.627,39.249,54.604,47.78,45.287,34.034,61.247,99.053,55.578,41.045,45.651,35.759,39.58,40.693,Pomona,2,Leptospira interrogans serovar Pomona,99.053
LO-4,47.815,55.341,66.688,42.667,99.531,55.354,54.292,61.86,61.552,47.9,88.579,63.193,63.585,42.559,49.227,57.396,88.755,57.752,63.146,43.505,45.268,52.52,Canicola,1,interrogans,99.531
I2,45.756,53.833,89.524,39.347,70.152,77.465,55.329,55.119,59.283,39.712,69.515,99.754,67.484,40.003,48.593,56.165,74.061,70.583,69.072,44.219,45.636,59.353,Javanica,1,borgpetersenii,99.754
R499,34.421,33.779,34.252,36.697,43.887,33.418,36.73,40.434,38.439,99.5,43.254,33.865,36.486,79.26,35.683,40.042,43.647,33.02,36.939,80.836,41.392,37.97,Sejroe,3,Leptospira interrogans serovar Hebdomadis str. R499,99.5
Fiocruz_LV4135,34.076,36.974,45.131,51.672,46.276,39.525,36.89,39.536,41.317,39.005,45.666,43.104,40.001,37.816,35.865,40.797,44.916,40.334,49.915,37.07,97.876,78.77,Shermani,4,santarosai,97.876
148231,63.872,76.537,48.383,40.675,56.614,41.032,78.045,97.341,89.745,37.598,54.651,46.699,46.409,31.924,60.69,87.303,55.401,42.292,43.824,34.442,39.461,40.422,Grippotyphosa,2,interrogans,97.341
SN_Ce_RL4,29.345,32.915,35.047,33.492,39.451,31.87,33.81,35.065,34.917,80.779,39.096,35.113,35.517,83.639,30.87,36.357,37.82,31.908,36.751,97.139,41.099,42.052,Sejroe,3,borgpetersenii,97.139
R168,49.394,55.691,70.858,43.971,90.828,61.058,54.321,60.745,60.081,46.703,83.377,68.306,65.871,40.625,50.158,57.491,97.877,60.267,67.079,43.686,45.302,52.762,Pyrogenes,1,Leptospira interrogans serovar Pyrogenes str. R168,97.877
Fiocruz_LV3954,34.356,37.096,45.131,51.672,46.276,39.531,36.89,39.536,41.317,39.005,45.666,43.104,40.001,37.948,35.894,40.77,44.982,40.334,49.899,37.212,97.89,78.935,Shermani,4,santarosai,97.89
MH4000,64.59,74.973,47.936,41.055,55.889,41.816,82.654,92.719,83.74,39.237,55.287,47.666,45.304,33.364,61.081,98.806,54.416,41.03,45.455,35.955,39.062,41.194,Pomona,2,interrogans,98.806
MH4012,64.59,75.582,47.936,41.055,55.889,41.816,82.654,92.719,83.74,39.237,55.287,47.666,45.304,33.364,61.081,98.806,54.78,41.03,45.545,35.955,39.501,41.194,Pomona,2,interrogans,98.806
Gui44,47.213,53.884,64.985,41.23,97.515,53.84,52.014,60.781,60.602,46.442,86.872,61.967,62.371,40.145,48.014,55.492,85.383,56.571,62.135,41.836,43.907,51.732,Canicola,1,Leptospira interrogans serovar Canicola str. Gui44,97.515
Lely_607,29.217,32.924,34.691,33.926,39.518,32.179,34.081,34.898,34.755,80.355,39.101,34.722,35.515,83.47,30.701,36.425,38.234,31.821,35.282,97.98,40.775,42.367,Sejroe,3,borgpetersenii,97.98
56605,49.607,54.481,70.548,44.05,90.41,61.141,54.496,60.735,59.888,46.884,84.217,68.122,65.752,40.17,50.372,57.313,95.885,60.152,67.309,43.22,45.262,51.873,Pyrogenes,1,Leptospira interrogans,95.885
201800574,49.562,56.071,70.7,43.997,90.611,60.962,54.307,60.962,59.867,46.426,84.894,68.146,65.674,40.509,49.985,57.742,97.094,60.128,67.452,43.477,44.981,53.314,Pyrogenes,1,interrogans,97.094
RL0016,29.345,32.915,35.047,33.492,39.451,31.87,33.81,35.065,34.917,80.779,39.096,35.113,35.517,83.639,30.87,36.357,37.82,31.908,36.751,97.139,41.099,42.052,Sejroe,3,borgpetersenii,97.139
